East Bay Acupuncture & Natural Medicine	https://www.ebacupuncture.com/				Nadia Moredo	L.Ac.								https://www.ebacupuncture.com/nadia-moredo-licensed-acupuncturist/	Women’s health and Fertility	Personal Bio	83	45	
East-West Integrative Medicine Clinic (Bernal Heights)	https://eastwestsf.com/	406 Cortland Ave San Francisco, CA 94110	https://www.yelp.com/biz/east-west-bernal-san-francisco-2	(415) 585-1990	Antonella Soldaini	L.Ac.		Fertility, Pregnancy, Post-partum, Pediatrics, Orthopedics / Pain Management				https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		https://eastwestsf.com/practitioners-bios/#soldaini	Insomnia, fatigue, depression, anxiety and cravings, Women’s health such as PMS, menopause and infertility and injuries and pain management.	Personal Bio	84	46	
East-West Integrative Medicine Clinic (Bernal Heights)	https://eastwestsf.com/				Patricia Watters	L.Ac, CMT								https://eastwestsf.com/practitioners-bios/#watters	General Acupuncture	General Practice	85	46	
East-West Integrative Medicine Clinic (Downtown)	https://eastwestsf.com/	582 Market St, Suite 314 San Francisco, Ca 94104		(415) 585-1990	Marnie McCurdy	L.Ac., MS, CMT, FABORM		Fertility, Pregnancy, Post-partum, Pediatrics, Orthopedics / Pain Management				https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		https://eastwestsf.com/practitioners-bios/	Gynecology, infertility, prenatal and postnatal care, chronic pain management and digestive health	Personal Bio	86	126	
East-West Integrative Medicine Clinic (Downtown)	https://eastwestsf.com/				Stephanie Haney	L.Ac., CMT 								https://eastwestsf.com/practitioners-bios/#haney	Pain and sports injuries, supports reproductive and hormonal health, and emotional well being	Personal Bio	87	126	
East-West Integrative Medicine Clinic (Glen Park)	https://eastwestsf.com/	605 Chenery Street, Suites B + C San Francisco, CA 94131	https://www.yelp.com/biz/east-west-integrative-medicine-clinic-san-francisco-3	(415) 585-1990	Marnie McCurdy	L.Ac., MS, CMT, FABORM		Fertility, Pregnancy, Post-partum, Pediatrics, Orthopedics / Pain Management				https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		https://eastwestsf.com/practitioners-bios/	Gynecology, infertility, prenatal and postnatal care, chronic pain management and digestive health	Personal Bio	88	47	
East-West Integrative Medicine Clinic (Glen Park)	https://eastwestsf.com/				Courtney Moore	L.Ac., CMT								https://eastwestsf.com/practitioners-bios/#moore	Injuries, hormonal imbalances, digestive disorders, and chronic pain	Personal Bio	89	47	
East-West Integrative Medicine Clinic (Glen Park)	https://eastwestsf.com/				Jennifer Ross	MS, L.Ac., CMT								https://eastwestsf.com/practitioners-bios/#ross	Orthopedics and pain management, and is also experienced in women’s health, digestion, allergies, and respiratory ailments, including quick resolution of colds and flus.	Personal Bio	90	47	
East-West Integrative Medicine Clinic (Glen Park)	https://eastwestsf.com/				Jayne Chen	L.Ac, CMT								https://eastwestsf.com/practitioners-bios/#chen	Physical medicine, acute injuries, and chronic pain management	Personal Bio	91	47	
East-West Integrative Medicine Clinic (Glen Park)	https://eastwestsf.com/				Stephanie Haney	L.Ac., CMT								https://eastwestsf.com/practitioners-bios/#haney	Pain and sports injuries, supports reproductive and hormonal health, and emotional well being	Personal Bio	92	47	
East-West Integrative Medicine Clinic (Glen Park)	https://eastwestsf.com/				Daisy Knudtson	L.Ac.								https://eastwestsf.com/practitioners-bios/#Knudtson	Conditions from colds, allergies and asthma, to digestive disorders and behavior, women's health, fertility and internal medicine.	Personal Bio	93	47	
East-West Integrative Medicine Clinic (Glen Park)	https://eastwestsf.com/				Adam Okerblom	L.Ac., CMT								https://eastwestsf.com/practitioners-bios/#okerblom	Pain management, internal medicine, and psycho-emotional health	Personal Bio	94	47	
East-West Integrative Medicine Clinic (Glen Park)	https://eastwestsf.com/				Shannon Piercy	CMT, L.Ac.								https://eastwestsf.com/practitioners-bios/#piercy	Women’s health, psycho-emotional issues, pain management, and chronic illness	Personal Bio	95	47	
East-West Integrative Medicine Clinic (Glen Park)	https://eastwestsf.com/				Antonella Soldaini	L.Ac.								https://eastwestsf.com/practitioners-bios/#soldaini	Insomnia, fatigue, depression, anxiety and cravings, Women’s health such as PMS, menopause and infertility and injuries and pain management.	Personal Bio	96	47	
East-West Integrative Medicine Clinic (Glen Park)	https://eastwestsf.com/				Tatyana Ryevzina	L.Ac, CMT								https://eastwestsf.com/practitioners-bios/#watters	General Acupuncture	General Practice	97	47	
Elliott Acupuncture 	www.elliottacupuncture.com	1257 West St. 
 Redding, CA 96001	https://www.yelp.com/biz/elliott-acupuncture-redding	(530)243-5230	John Elliott	MS, L.Ac.								http://www.elliottacupuncture.com/aboutus.html	Back pain, neck pain and shoulder, headaches, allergies, digestive problems, and infertility.	Personal Bio	98	48	
Elliott Acupuncture 	www.elliottacupuncture.com				Cameryn Elliott	MS, L.Ac.								http://www.elliottacupuncture.com/aboutus.html	Pediatric conditions, Menopause, cosmetic treatments, fatigue, sleep problems, fertility	Personal Bio	99	48	
Embrace Health	http://www.embracehealth.org/	2400 Greenwich Street, Cow Hollow San Francisco, CA	https://www.yelp.com/biz/embrace-health-san-francisco	(415) 440-4494	Kristi Oshiro	L.Ac., M.S.	Yes	General Acupuncture.   pain, stress, fatigue, anxiety, insomnia, and sports injuries		http://www.embracehealth.org/	Yes	http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		http://www.embracehealth.org/team/	Pain as well as gynecological and emotional imbalances	Personal Bio	100	49	
Enliven Health and Wellness (San Francisco)	www.enlivenhealth.org	582 Market St, #314, San Francisco, CA 94104   	https://www.yelp.com/biz/bethany-richardson-lac-san-francisco-4	510.388.6077	Bethany Richardson	L.Ac. FABORM								http://enlivenhealth.org/about/	Fertility, Perimenopause, Stress, Menstrual Issues, Headaches	Personal Bio	101	51	DOUBLE
Enliven Health and Wellness (Oakland)	www.enlivenhealth.org	440 Grand Ave, #401, Oakland, CA 94610	https://www.yelp.com/biz/bethany-richardson-lac-oakland	(510) 388-6077	Bethany Richardson												101	50	
Eric Kerr Acupuncture	http://erickerr.wixsite.com/acupuncture	2148 Market Street, Castro San Francisco, CA	https://www.yelp.com/biz/eric-kerr-acupuncture-san-francisco	(415) 637-2183	Eric Kerr	L.Ac., MSOM		  Men's Health          Acupuncture and Male Sexual Health          Acupuncture and Male Emotional Health      Stress Reduction      Insomnia      Corporate Wellness          Startup Syndrome      Acupuncture for Actors and Performers				http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area	NOT accepting new patients	http://erickerr.wixsite.com/acupuncture/about	Men's Health, Corporate Wellness, Startup Syndrome, Stress Reduction, Insomia	Personal Bio	102	52	
Evoke Wellness Center	http://www.evokewellnesswithin.com/	1020 Serpentine Lane, Suite 115, Pleasanton, CA	https://www.yelp.com/biz/evoke-wellness-center-pleasanton-2	(925) 953-8653	Christina Emrich	DAOM, L.Ac. ​	Yes	General Acupuncture				http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		http://www.evokewellnesswithin.com/about	General Acupuncture	General Practice	103	53	
Fertile Spring Acupuncture	https://santacruzfertilityacupuncture.com/	1500 Graham Hill Road, Suite A, Santa Cruz, CA 95060	https://www.yelp.com/biz/fertile-spring-reproductive-acupuncture-santa-cruz-2	(831) 515-8571	Tara Anderson	L.Ac., FABORM								https://santacruzfertilityacupuncture.com/about/	Holistic Women's Health, Fertility & Prenatal Care	Personal Bio	104	54	
Five Pins Project	http://fivepinsproject.com/	491A Guerrero Street, Mission San Francisco, CA	https://www.yelp.com/biz/five-pins-project-san-francisco	(415) 504-2656	Lis Goldschmidt	L.Ac.		Depression+Anxiety • Stress • Insomnia • Hormonal Balance+Fertility • Digestive Issues • Transgender Health Support • Lyme Disease •   Pain of All Types •				http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area  https://www.expertise.com/ca/san-francisco/acupuncture  https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://www.fivepinsproject.com/lis-goldschmidt/	Pain of all types, insomnia, digestive issues, menstrual issues, and addiction.	Personal Bio	105	55	
Five Pins Project	http://fivepinsproject.com/				Daniel Martin	MS, L.Ac., CMT 								http://www.fivepinsproject.com/daniel/	Pain, anxiety, digestive and respiratory disorders and, hormonal imbalances.	Personal Bio	106	55	
Flourish Healing Arts	https://www.flourishhealingarts.com/	29 Bolinas Road
 Fairfax, CA, 94930	https://www.yelp.com/biz/heather-moore-lac-fairfax	(510) 282 8466	Heather Moore	L.Ac. FABORM								https://www.flourishhealingarts.com/about-me/	Women's Wellness, PMS, Menopause, Stress Conception and Fertility, Pregnance and Labor Induction.	Personal Bio	107	56	
Golden Point Acupuncture	https://www.goldenpointacupuncture.com/	2146 B. Sutter Street, San Francisco, CA, 94115	https://www.yelp.com/biz/golden-point-acupuncture-san-francisco	415-730-2454	Rebecca Fettig	L.Ac., DIPL. OM.						https://www.expertise.com/ca/san-francisco/acupuncture  https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		https://www.goldenpointacupuncture.com/about/	Autoimmune conditions, Pain and Injury Relief	Personal Bio	108	57	
Heaven Qi & Earth	http://hq-e.com/	2906 Lyon Street
 San Francisco, CA 94123	https://www.yelp.com/biz/heaven-qi-and-earth-san-francisco	(415) 440-5070	Elizabeth Stephens	L.Ac., M.S.						https://www.expertise.com/ca/san-francisco/acupuncture		http://hq-e.com/your-practitioners/#elizabeth-mcdowell	Gastro-Intestinal Disease, Cardiology, Gynecology, Oncology	Personal Bio	109	58	
House of Qi	http://www.houseofqi.com/	10 Eugenia Avenue
 San Francisco, CA 94110	https://www.yelp.com/biz/house-of-qi-san-francisco	415.626.6189	Joseph Chang	MS・L.Ac., Qi Gong Therapist						https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://www.houseofqi.com/acupuncturists/	General Acupuncture	General Practice	110	59	
House of Qi	http://www.houseofqi.com/				Kate Maxey	MS・L.Ac., Qi Gong Therapist								http://www.houseofqi.com/acupuncturists/	General Acupuncture	General Practice	111	59	
Integral Body	http://integralbody.com/	3150 18th st. suite 445
 San Francisco, CA 94110	https://www.yelp.com/biz/integral-body-san-francisco-4	415-550-8444  415-531-8555	Guilietta Octavio	L.Ac.		Fertility						http://integralbody.com/about-us/giulietta-octavio/	Women’s Health, especially Fertility, Prenatal and Postpartum concerns	Personal Bio	112	60	
Japan Town Acupuncture & Oriental Medicine	http://www.japantown-acupuncture.com/english/index.html	1581 Webster St, San Francisco, CA 94115	https://www.yelp.com/biz/japan-town-acupuncture-and-oriental-medicine-san-francisco	415-922-2100	Yuko Gower	L.Ac.						https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://www.japantown-acupuncture.com/english/index.html	Lower back pain, stiff neck, stomachache, menopausal disorders, constipation, diarrhea, loss of appetite, stomach disorders, muscle pain, neuralgia 	Personal Bio	113	61	
Jennifer Carino Acupuncture	http://jennifercarino.com/	946 Leavenworth St, Nob Hill San Francisco, CA	https://www.yelp.com/biz/jennifer-carino-lac-san-francisco-2	(415) 377-8655	Jennifer Carino	L.Ac., M.C.S.T.M.	Yes	Abdominal/Weight Loss Acupuncture, Fertility		https://www.jennifercarino.com/specialties/		http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		https://www.jennifercarino.com/about-jennifer/	Menopause, Gastrointestinal Disorders, Inflammatory Skin Conditions, Weight Loss, Stress and Pain Management, Immune Disorders, Cosmetic Acupuncture and Fertility and Pregnancy	Personal Bio	114	62	
Jenny Johnston Acupuncture	www.jennyjohnstonlac.com	320 River Street, Santa Cruz, CA 95060	https://www.yelp.com/biz/jenny-johnston-l-ac-dipl-om-santa-cruz	831-535-3785	Jenny Johnston	L.Ac. Dipl.O.M, FABORM								http://jennyjohnstonlac.com/about/	Fertility, Pregnancy and Postpartum Care, Women's Health, Pain Management	Personal Bio	115	63	
Johanna Utter Acupuncture	www.johannautteracupuncture.com	622 E. 8th Street
 Davis, CA 95616	https://www.yelp.com/biz/johanna-utter-l-ac-davis	(530) 757-2064	Johanna Utter	L.Ac., FABORM								https://johannautteracupuncture.com/page/about-johanna/	Women's health, fertility	Personal Bio	116	64	
Johnson You Acupuncture	http://www.johnsonyouacupuncture.com/	245 Clement St.
 San Francisco, CA 94118	https://www.yelp.com/biz/johnson-you-lac-san-francisco-2	415-387-9738	Johnson You	L.Ac., Ph.D.						https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://www.johnsonyouacupuncture.com/	Acute and chronic pain as well as other internal disorders including circulatory, psycho-emotional, respiratory, digestive, gynecological and skin conditions.	Personal Bio	118	66	
Kristen Sparrow Acupuncture	http://www.ksparrowmd.com/	2000 Van Ness, Ste 310
 San Francisco, CA 94109	https://www.yelp.com/biz/kristen-sparrow-md-san-francisco-3	415-775-0117	Kristen Sparrow	MD						https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://www.ksparrowmd.com/about/	Allergies, Anxiety, Stress, Pain, Bowel Diseases, 	Personal Bio	120	68	
LAC Health Center	http://www.lachealthcenter.com/	98 Battery Street, Financial District San Francisco, CA	https://www.yelp.com/biz/lac-health-center-san-francisco	(415) 994-1569	Nancy Li	L.Ac.						http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area  https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://www.lachealthcenter.com/	Cervicogenic headaches, dizziness, insomnia, symptomatic facial neuralgia, breathing difficulties, neck and shoulder pain, numbness in the chest, back and extremities, arthritis, blurred vision, allergies, constipation, depression, smoking cessation, weight loss, infertility dysfunctions and problematic gastrointestinal difficulties	Personal Bio	121	69	
Larson Acupuncture	http://larsonacupuncture.com/	3727 Buchanan St #204
 San Francisco, CA 94123	https://www.yelp.com/biz/larson-acupuncture-san-francisco	(415) 658-5871	Bria Larson	MS, L.Ac.		women’s health conditions, including fertility and perinatal care, dermatology, chronic and acute pain, and stress	menstrual pain, hormonal imbalances, fertility challenges, pregnancy and postpartum, digestive disorders, pelvic and lower back pain, symptoms related to stress and anxiety, and more.					http://larsonacupuncture.com/bio/	Women’s health, fertility, pregnancy	Personal Bio	122	70	
Lion's Heart Wellness	http://www.lionsheartwellness.com/	3150 18th St, Suite 202, Mission San Francisco, CA	https://www.yelp.com/biz/lions-heart-san-rafael-2	415-366-6708	Kim Peirano	MSOM, L.Ac.		cosmetic acupuncture, aging, wrinkles				http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		http://www.lionsheartwellness.com/about-kim-peirano.html	Cosmetic, pain management, stress management, women's health & fertility, and neurology & paralysis treatment. 	Personal Bio	123	71	
Lokahi Acupuncture	http://lokahiacupuncture.com/	259 Meridian Ave, Santa Clara County San Jose, CA	https://www.yelp.com/biz/lokahi-acupuncture-san-jose	(408) 279-9001	Anna Rudel	L.Ac.		Fertility, Pain, Women's Health, Stress, Digestion		http://lokahiacupuncture.com/acupuncture-for-womens-health/  look at conditions list	YES  Cigna, Valley Health Plan	http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		http://lokahiacupuncture.com/care/anna-m-rudel/	Fertility,IVF, IUI, Frozen Embryo Transfer,Pregnancy and Pre-birth, Polycystic Ovarian, Syndrome (PCOS), Luteal Phase Defect, Fibroids, Miscarriage and recurrant miscarriage, Menstrual disorders - pain, migraine, irregularity, Menopausal syndrome	Personal Bio	124	72	
Lokahi Acupuncture	http://lokahiacupuncture.com/				Katy Barry	L.Ac.								http://lokahiacupuncture.com/care/katy-k-barry/	Women’s health and fertility, Men’s fertility, Pregnancy, labour and induction, Muscle pain/strains from sports injuries or accidents, Emotional balancing	Personal Bio	125	72	
Lokahi Acupuncture	http://lokahiacupuncture.com/				Angel King	L.Ac.								http://lokahiacupuncture.com/care/angel-king/	Acute and chronic pain, Strains, sprains, and other injuries, Headaches, Arthritis and Joint pain, Neck, upper back and lower back pain, Sciatica and nerve pain	Personal Bio	126	72	
Lokahi Acupuncture	http://lokahiacupuncture.com/				Cathryn Davidson	L.Ac.								http://lokahiacupuncture.com/care/cathryn-davidson/	Women’s Health, Reproductive Health, Fertility, Pregnancy, Hormone Balancing, Herbal Medicine - both Eastern and Western	Personal Bio	127	72	
Lokahi Acupuncture	http://lokahiacupuncture.com/				Jax Chou	L.Ac.								http://lokahiacupuncture.com/care/jax-chou-lac/	pain syndromes both acute and chronic, sports injuries	Personal Bio	128	72	
Lokahi Acupuncture	http://lokahiacupuncture.com/				Ann Marie Deas	L.Ac.								http://lokahiacupuncture.com/care/ann-marie-deas/	Hormonal imbalances, peri-menopause, menopause, weight gain, and Adrenal Fatigue	Personal Bio	129	72	
Lydia Akhzar Acupuncture	http://www.sfherbalmedicine.com/index.html	220 Sansome St. Suite 990 San Francisco, CA 94104	https://www.yelp.com/biz/lydia-akhzar-lac-san-francisco	415.299.1426	Lydia Akhzar	L.Ac., MSTCM		Women's Health, Fertility and Stress Management						http://www.sfherbalmedicine.com/BIO.html	Men’s and women’s health, fertility, stress/anxiety, digestive disorders and pain management.
 	Personal Bio	130	73	
Malia King Acupuncture	http://mkingacupuncture.com/	500 Sutter St, Suite 908
 San Francisco, CA 94108	https://www.yelp.com/biz/malia-king-acupuncture-san-francisco-2	(415) 305-8584	Malia King	M.S., L.Ac						https://www.expertise.com/ca/san-francisco/acupuncture		http://www.mkingacupuncture.com/about.aspx	Musculoskeletal Disorders, Mental and Emotional Imbalances, Respiratory Issues Digestive Issues, Neurological Issues, Reproductive Health	Personal Bio	131	75	
Mama Lounge	www.mamaloungesf.com	2001 Pine Street, San Francisco, CA 94115	https://www.yelp.com/biz/mama-lounge-sf-san-francisco	415-857-3228	Heather Moore	M.S., L.Ac. FABORM								https://mamaloungesf.com/heather-moore/	Fertility and women’s health	Personal Bio	132	76	
Mama Lounge	www.mamaloungesf.com				Melani Eichenbaum	M.S., L.Ac.								https://mamaloungesf.com/melani-eichenbaum/	Autoimmune and sleep disorders to post-concussional trauma, PTSD, and depression, dysmenorrhea, amenorrhea, polycystic ovarian syndrome (PCOS), miscarriages, infertility.	Personal Bio	133	76	
Mama Lounge	www.mamaloungesf.com				Rachel Schaefer	M.S., L.Ac, FABORM								https://mamaloungesf.com/rachel-schaefer/	Endocrinology, Women’s Health and Fertility	Personal Bio	134	76	
Mama Lounge	www.mamaloungesf.com				Amy Gordon	M.S., L.Ac. FABORM								https://mamaloungesf.com/amy-gordon/	Women’s health specialists in the fields of fertility and gynecology	Personal Bio	135	76	
Many Lives Chinese Medicine	manylivescm.com	499 Seaport Court, Suite 101, Redwood City, CA	https://www.yelp.com/biz/many-lives-chinese-medicine-redwood-city	650-366-4299	Beth Schiffman	L.Ac., FABORM						http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area  http://sanfrancisco.cbslocal.com/top-lists/best-places-for-acupuncture-in-the-bay-area/		https://manylivescm.com/beth-schiffman-lac/	Herbal Medicine, Nutrition, Fertility, Internal Medicine, Pain Management Cosmetic	Personal Bio	136	77	
Many Lives Chinese Medicine	manylivescm.com				Jill Zundelevich	M.S., L.Ac.								https://manylivescm.com/jill-zundelovich-m-s-l-ac/	Herbal Medicine, Fertility, Orthopedics, Internal Medicine, Pain Management, Nutrition	Personal Bio	137	77	
Many Lives Chinese Medicine	manylivescm.com				Alicia Masiulis	M.S., L.Ac., LMP								https://manylivescm.com/alicia-masilius-m-s-l-ac/	Acupuncture, Herbal Medicine, Fertility, Pregnancy and Postpartum Support, Pain and Sports Injuries, Autoimmune Disorders, Optimal Wellness	Personal Bio	138	77	
Many Lives Chinese Medicine	manylivescm.com				Christine Chang	ND., L.Ac.								https://manylivescm.com/christine-chang-nd-lac/	Herbal Medicine, Women’s Health / Fertility / Menopause, Pregnancy and Postpartum, Support, Mood Imbalances / Insomnia, Digestive Disorders, Musculoskeletal Pain	Personal Bio	139	77	
Many Lives Chinese Medicine	manylivescm.com				Sai Jurawanichkul	MS, L.Ac.								https://manylivescm.com/sai-jurawanichkul-ms-l-ac/	Nutrition and lifestyle counseling, Women’s Health, Optimal Wellness, Emotional Wellbeing, Stress Management, Pain Management	Personal Bio	140	77	
Many Lives Chinese Medicine	manylivescm.com				Jing Chen	L.Ac., DAOM, FABORM								https://manylivescm.com/jing-chen-l-ac-daom/	Nutrition and lifestyle counseling Fertility, Women’s Health, Internal Medicine
 Pediatrics, Pain Management, Cosmetic Acupuncture	Personal Bio	141	77	
Marin Family Acupuncture	www.marinfamilyacupuncture.com	908 E St, San Rafael, CA 94901	https://www.yelp.com/biz/marin-family-acupuncture-san-rafael	415-608-5890 
 415-307-4747	Lynette Hirabayashi	MS., L.Ac.								http://www.marinfamilyacupuncture.com/about-us/	Fertility and Women's Health, Sports Medicine, Pain Relief	Personal Bio	142	78	
Marin Family Acupuncture	www.marinfamilyacupuncture.com				Kenji Hirabayashi	L.Ac.								http://www.marinfamilyacupuncture.com/about-us/	Fertility and Women's Health, Sports Medicine, Pain Relief	Personal Bio	143	78	
Marinwood Community Acupuncture	www.marinwoodcommunityacupuncture.com	7 Mt. Lassen Drive Suite B136 San Rafael, CA 94903	https://www.yelp.com/biz/marinwood-community-acupuncture-san-rafael	415.518.6191	Ryan Dempsey	L.Ac.								http://www.marinwoodcommunityacupuncture.com/sample-page/	Sports Medicine, Women's Health, Pain Relief	Personal Bio	144	79	
Maureen Rozenn Acupuncture	http://acupuncturesantacruz.net/	845 Cedar Street 
 Santa Cruz, CA 95060	https://www.yelp.com/biz/maureen-rozenn-lac-daom-faborm-santa-cruz	(831) 426-1093
 	Maureen Rozenn	L.Ac., DAOM, FABORM.								http://acupuncturesantacruz.net/about/	Pain Relief, Women's Health, Fertility	Personal Bio	145	80	
Michelle Graves Acupuncture	www.michelle-graves.com	30 Hotaling Place, Lower Level
 San Francisco, CA 94111	https://www.yelp.com/biz/michelle-graves-ms-l-ac-faborm-san-francisco	415.677.4447	Michelle Graves	L.Ac.								http://www.michelle-graves.com/about/	Gynecology, Oncology, Pain Management & Mental Health.	Personal Bio	147	82	
Middle Path Acupuncture	http://www.middlepathacupuncture.com/	115 Sansome St, Financial District San Francisco, CA	https://www.yelp.com/biz/adam-wiscomb-cmt-lac-daom-san-francisco?hrid=KJE-jK4StCVVMX1nvsbDtw	415.225.4880	Adam Wiscomb	L.Ac., DAOM						http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		http://middlepathacupuncture.com/bio/	General Acupuncture	General Practice	148	83	
Mitchell Family Acupuncture	https://www.mitchellfamilyacupuncture.com/	1738 Solano Ave, Berkeley, CA 94707	https://www.yelp.com/biz/mitchell-family-acupuncture-berkeley	510-558-0117	Amy Sierra Bolton Taylor Mitchell	M.S., L.Ac.		fertility, pregnancy, postpartum and wellness for women and men						https://www.mitchellfamilyacupuncture.com/team/	Women’s Health, Healthy Pregnancy, Postpartum Health, Fertility for women, men and the LGBTQ community	Personal Bio	149	84	
Mitchell Family Acupuncture	https://www.mitchellfamilyacupuncture.com/				Alison Winters	M.S., L.Ac.								https://www.mitchellfamilyacupuncture.com/team/	Fertility, Pregnancy, Women's Health, Digestive and Auto Immune Disorders, Orthopedics and Pain Management, Psycho-emotional Health	Personal Bio	150	84	
Mitchell Family Acupuncture	https://www.mitchellfamilyacupuncture.com/				Marya Vohryzek	MTCM, L.Ac.								https://www.mitchellfamilyacupuncture.com/team/	Psycho-emotional health, Chemotherapy side effects, Women’s health, Digestive disorders, Pain management	Personal Bio	151	84	
Mitchell Family Acupuncture	https://www.mitchellfamilyacupuncture.com/				Jean Lusson	M.S., L.Ac.								http://www.jeanlussonacupuncture.com/	Pain management, Women's health, Menopause,  Migraines, Anxiety,  and Dermatology	Personal Bio	152	84	
Mitchell Family Acupuncture	https://www.mitchellfamilyacupuncture.com/				Daniel Paige	M.S., L.Ac.								https://www.mitchellfamilyacupuncture.com/team/	General Acupuncture	General Practice	153	84	
Moss Acupuncture	http://www.mossacupuncture.com/	415 Spruce St., Laurel Heights San Francisco, CA	https://www.yelp.com/biz/moss-acupuncture-san-francisco	(415) 244-4412	Jennifer Moss	M.S., L.Ac., Dipl. Ac., C.H. 						http://sf.cityvoter.com/best/acupuncture/beauty-and-wellness/bay-area		http://www.mossacupuncture.com/Jennifer-Moss-Acupuncture-San-Francisco.html	Fertility and conception, pregnancy-related issues, pain and injuries, fatigue, stress and anxiety, menstrual irregularities, PMS, and digestive disorders.	Personal Bio	154	86	
Moss Acupuncture	http://www.mossacupuncture.com/				Mia Weinberg	M.S., L.Ac., Dipl. Ac., C.H. 								http://www.mossacupuncture.com/Mia-Weinberg-Acupuncture-San-Francisco.html	Women's health, stress, pain, digestive disorders, skin conditions, adolescent development, and pediatrics,	Personal Bio	155	86	
Needles and Tea	http://needlesandtea.com/	340 Brannan St
 San Francisco, CA 94107	https://www.yelp.com/biz/tina-chin-kaplan-lac-cmt-san-francisco	415-640-2341	Tina Chin-Kaplan	L.Ac.						https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://needlesandtea.com/about/	Pediatrics, Pain Management, Women’s health	Personal Bio	156	87	
Needles and Tea	http://needlesandtea.com/				Naya Colkett	L.Ac.								http://needlesandtea.com/about/	Digestive and Endocrine Dsorders,Fertility and Mother-baby care.	Personal Bio	157	87	
Neil & Alana	http://www.acupun.com/	1011 Center St. Santa Cruz, CA, 95060  15251 National Ave., Suite 106
 Los Gatos, CA, 95032	https://www.yelp.com/biz/neil-s-bernardi-wright-l-ac-faborm-los-gatos	(831) 325 9691  (408) 402-1849	Alana Ramey-Bernardi	L.Ac.		Neil: Infertility, Musculoskeletal Pain, Headaches Alana: Infertility, Pediatrics						http://www.acupun.com/About_Alana___Neil.html	Pain management, Autoimmune Disease, Allergies, Stress Management, Anxiety, Sleep Disorders, Male and Female Infertility issues	Personal Bio	158	#N/A	
Neil & Alana	http://www.acupun.com/				Neil Bernardi-Wright	L.Ac., FABORM								http://www.acupun.com/About_Alana___Neil.html	Pain management, Autoimmune Disease, Allergies, Stress Management, Anxiety, Sleep Disorders, Male and Female Infertility issues	Personal Bio	159	#N/A	
Nest Acupuncture	http://www.nestacupuncture.com/	1990 Lombard Street Suite 100
 San Francisco, CA 94123  712 D Street Suite K
 San Rafael, CA 94901  1128 Lincoln Avenue
 Alameda, CA 94501	https://www.yelp.com/biz/nest-acupuncture-san-francisco-2 	415-673-6378  415-497-1684  415-673-6378	Sara Stieg	M.S., L.Ac.		Fertility, Pregnancy, Women's Health				https://www.yelp.com/search?find_desc=Acupuncture&find_loc=San+Francisco,+CA		http://www.nestacupuncture.com/our-people/	Women’s health, Fertility and Pregnancy support	Personal Bio	160	#N/A	
Nest Acupuncture	http://www.nestacupuncture.com/				Tiffinie McEntire	L.Ac., MS TCM, CMT								http://www.nestacupuncture.com/our-people/	Fertility, Women’s health, Pregnancy and Postpartum support	Personal Bio	161	#N/A	
Nurture Acupuncture	http://nurtureacupuncture.com	1520 The Alameda #130
 San Jose, CA 95126  703 Clement St.
 San Francisco, CA 94118  100 Park Pl. #200
 San Ramon, CA 94583  89 Davis Rd., Suite 280
 Orinda, CA 94563		408.287.1390  415.752.5638  925.395.7823  925.395.7823	Po-Lin Shyu	L.Ac., OMD, Ph.D.								http://nurtureacupuncture.com/about-us/	Fertility and Reproductive Enhancement, Obstetrics, Gynecology, Women’s Health, Male Infertility, and Pain Management.	Personal Bio	162	#N/A	
Nurture Acupuncture	http://nurtureacupuncture.com				Judith Tognetti	L.Ac., FABORM								http://nurtureacupuncture.com/about-us/	Women’s Healthcare which includes OB-GYN, Infertility, Pregnancy and Menopause.	Personal Bio	163	#N/A	
