Harriet	Beinfield	1	55		Yes	L.Ac.	F	http://chinesemedicineworks.com/acupuncture-clinic/who-we-are/	Harriet Beinfield  is a licensed acupuncturist, author, and educator who has practiced Chinese medicine for more than 40 years.Harriet is co-author of the best-selling Between Heaven and Earth: A Guide to Chinese Medicine as well as many articles, on the Advisory Board of the UCSF Osher Center for Integrative Medicine, on the Editorial Board of the peer-reviewed journals, Explore: The Journal of Science and Healing and Alternative Therapies in Health and Medicine, and has lectured nationally and internationally.	General Acupuncture	11		#N/A		#N/A	General Acupuncture	General Practice					$195	$110		Yes	Super bill	25	Practice	clinic@chinesemedicineworks.com	https://www.yelp.com/biz/harriet-beinfield-lac-san-francisco	College of Traditional Acupuncture, UK	5	Bennington College	December 06, 1976					Yes			
Efrem 	Korngold	1	56		Yes	OMD, L.Ac.	M	http://chinesemedicineworks.com/acupuncture-clinic/who-we-are/	Efrem Korngold is one of the leading traditional Chinese medicine teachers and practitioners in America. He is co-author of the widely read Between Heaven and Earth: A Guide to Chinese Medicine as well as many articles. He began his studies at the College of Traditional Acupuncture in England in 1972 and studied herbal medicine at Kunming Traditional Chinese Medicine Research Institute and Shanghai College of Traditional Chinese Medicine, Shu Guang Hospital. He is a registered herbalist at the American Herbalist Guild. Efrem is engaged in an active practice at Chinese Medicine Works.	General Acupuncture	11		#N/A		#N/A	General Acupuncture	General Practice					$195	$110		Yes	Super bill	25	Practice	clinic@chinesemedicineworks.com		College of Traditional Acupuncture, UK	5	San Francisco State University- BS Psychology	December 06, 1976					Yes			
Janice 	Mao		57		Yes	L.A.c.	F	http://chinesemedicineworks.com/acupuncture-clinic/who-we-are/	Janice Mao is licensed acupuncturist, herbalist, and a third generation doctor of Chinese medicine, She is also a Certified Massage Therapist, trained in Shiatsu.  she has roots in Western medicine. People appreciate that she can explain what’s going on with them from both an Eastern and Western perspective.Janice has a natural interest and expertise in women’s health, from fertility to postpartum through to pediatric care. She also has particular interests in endocrine and digestive disorders, emotional health, acute and chronic pain, and stroke. Janice is warm, sincere, intuitive, knowledgeable, and good at connecting with people.	Women's Health	28	Pediatrics	19	Gastrointestinal & Digestive	10	Women’s health, from fertility to postpartum through to pediatric care. Digestive disorders, emotional health, acute and chronic pain, and stroke	Personal Bio					$195	$110		Yes	Super bill	25	Practice	clinic@chinesemedicineworks.com		American College of Traditional Chinese Medicine	4	Miami University	October 02, 2017					Yes			
Dale 	Fanning		58		Yes	M.S. Dipl. O.M., L.Ac.	M	http://chinesemedicineworks.com/acupuncture-clinic/who-we-are/	Dale Fanning is a licensed acupuncturist, herbalist and therapeutic body-worker. He holds a Master’s Degree in Traditional Chinese Medicine from ACTCM in San Francisco with additional certifications in Shiatsu and Tui-na, a license in massage therapy, and post-graduate studies in Five Element Acupuncture. In the treatment of musculoskeletal pain and injury, Dale customizes sessions for each patient, combining acupuncture with elements of Shiatsu, Tui-na, Thai massage, acupressure and structural mobilization. Dale has regularly used acupuncture to support women undergoing IVF and IUI procedures at UCSF, Pacific Fertility and Laurel Fertility Centers. His fertility enhancing treatment is used in concert with Western lab testing and diagnostics for a truly integrative, patient-centered approach. Dale excels in the treatment of conditions as varied as pain and injury, hormonal and menstrual irregularities, insomnia, stress and mood disorders. His mission is to do for his patients what this ancient and profound system of medicine has done for him: rid the body of illness, nurture the spirit and bring people more fully into all aspects of their lives. 	Pain Management	18	Injury	12	Orthopedics	17	Musculoskeletal pain and injury	Personal Bio					$195	$110		Yes	Super bill	25	Practice	clinic@chinesemedicineworks.com	https://www.yelp.com/biz/dale-fanning-lac-berkeley	American College of Traditional Chinese Medicine	4		April 01, 2014					Yes			
Denise 	Cicuto		59		No	L.Ac., DIPL. OM.	F	https://www.cicutoacupuncture.com/about	Denise Cicuto obtained her Masters of Science and Traditional Chinese Medicine from Yo San University in Los Angeles. Acupuncture and Chinese herbs helped her recover from a very painful gynecological condition. She is passionate and committed to help people achieve balance in their lives. Her patients say she's a good listener and have a gentle needling touch. She do yoga, practice mindfulness meditation, go to dance class, and walk a lot.	Women's Health	28	Fertility	9		#N/A	Women’s health and fertility	Personal Bio					$15	$15		Doesn't Say		#N/A	Practice			Yo San University	21	Binghamton University	March 13, 2007					Yes			
Claudia 	Lehan		60		No	L.Ac.	F	https://www.circleca.com/contact/	Claudia Lehan is a licensed acupuncturist and received her Masters from the American College of Traditional Chinese Medicine and a BA in Social Theory and Political Economics from UMass, Amherst. After years of social work, community-based projects and involvement in the film world, she is thrilled to be practicing Chinese Medicine. She views this ancient tradition of healing as a fine art, and is passionate about helping people find balance and health. 	General Acupuncture	11		#N/A		#N/A	General Acupuncture	General Practice					$15	$15		Doesn't Say		#N/A	Practice	info@circleca.com		American College of Traditional Chinese Medicine	4	University of Massachusetts, Amhers / Bachelor of Art in Social Theory and Political Economics	March 28, 2014					Yes			
David 	Lesseps		61		No	L.Ac.	M	https://www.circleca.com/contact/	David Lesseps  is a graduate of the American College of Traditional Chinese Medicine, and a licensed acupuncturist (he prefers the term acupunk). He loves parenting his son, likes to cook pancakes, reminisce about obscure punk and indie rock bands, teach at POCA Tech, fret about the current state of the world, and read obsessively long epic fantasy novels.	General Acupuncture	11		#N/A		#N/A	General Acupuncture	General Practice					$15	$15		Doesn't Say		#N/A	Practice	info@circleca.com	https://en.yelp.com.ph/biz/david-lesseps-ms-lac-cmt-san-francisco	American College of Traditional Chinese Medicine	4		March 24, 2008					Yes			
Melissa 	Craven		62		No	L.Ac.	F	https://www.circleca.com/contact/	Melissa Craven is a licenesed Acupuncturist.  Was born and raised in Alexandria, Virginia. She has called San Francisco home since 2001. She has been a licensed acupuncturist since 2008. In her free time, Melissa enjoys cooking, reading, riding her bike and hanging out with her dog, Buggy.	General Acupuncture	11		#N/A		#N/A	General Acupuncture	General Practice					$15	$15		Doesn't Say		#N/A	Practice	info@circleca.com		American College of Traditional Chinese Medicine	4		March 18, 2008					Yes			
Pamela 	Gilmour		63		No	L.Ac.	F	https://www.circleca.com/contact/	Pamela Gilmour has been practicing Shiatsu massage since 2010. She has worked as a Chinese Medicine practitioner in a variety of settings. In her free time she enjoys relaxing at home, consuming music, cooking and dreaming up creative projects.	General Acupuncture	11		#N/A		#N/A	General Acupuncture	General Practice					$15	$15		Doesn't Say		#N/A	Practice	info@circleca.com	https://www.yelp.com/biz/pamela-gilmour-cmt-lac-baybody-san-francisco	American College of Traditional Chinese Medicine	4	UC San Diego- BA Studio Arts	June 03, 2015					Yes			
Daniels 	Lee		64		No	L.Ac. CMT	M	https://www.circleca.com/contact/	Daniels Lee is a 2nd-generation Korean-American, born and raised in Long Island, NY. His life constantly undergoes many cycles of deaths and rebirths. Once upon a time, he graduated from University of Michigan and attempted a career in the world of computers. It didn’t take much to eventually opt out completely and never look back. While attending and graduating from McKinnon Institute, Chinese medicine and bodywork became true passions. He loves working with his hands to cook, bake and do all domestic things. He dreams of co-owning a small home one day with a garage work space for creative projects in art, bikes, metal/jewelry, wood and maybe ceramics.	General Acupuncture	11		#N/A		#N/A	General Acupuncture	General Practice					$15	$15		Doesn't Say		#N/A	Practice	info@circleca.com	https://www.yelp.com/biz/daniel-lee-acupuncture-irvine-2		#N/A	University of Michigan 						Yes			
Rachel 	Hemphill		65		No	DACM, L.Ac., Dipl. O.M., FABORM	F	http://citypulseacupuncture.com/about/meet-rachel/	Rachel Hemphill is a licensed acupuncturist with the state of California and is nationally certified as a Diplomate of Oriental Medicine by the National Certification Commission for Acupuncture and Oriental Medicine. Rachel received her Master’s of Science Degree in Traditional Chinese Medicine and her Doctorate in Acupuncture and Chinese Medicine from the American College of Traditional Chinese Medicine (ACTCM) in San Francisco. She received her Bachelor’s of Arts Degree in Linguistics and Chemistry from New York University. Rachel is a board-certified fellow of the American Board of Oriental Reproductive Medicine (ABORM) and has an integrative healthcare background. For five years, Rachel trained intensively with renowned fertility expert, Dr. Lifang Liang. Rachel has also studied under Raven Lang, one of the first home birth midwives in California.	Women's Health	28	Neurological	16	Cancer Support	4	Woman's health, fertility, internal medicine, neurology, pain management, gynecology, gastrointestinal disorders, and oncology	Personal Bio		Fertility			$160	$95		Yes	Blue Shield PPO
 Cigna PPO
 United Healthcare PPO
  	#N/A	Practice		https://en.yelp.com.ph/biz/rachel-hemphill-dacm-l-ac-city-pulse-acupuncture-oakland	American College of Traditional Chinese Medicine	4	New York University / Bachelor’s of Arts Degree in Linguistics and Chemistry	March 15, 2011					Yes			
Lynn 	Belcher		66		No	L.Ac., MSTCM	F	http://citypulseacupuncture.com/about/meet-ursula/	Ursula Anderso is a Certified Massage Therapist with over 500 hours of training and 8 years of experience. Ursula began as a dance major with a fervent interest in movement and the body’s capabilities. She then began training at Monterey Institute of Touch in Carmel valley to start her career in massage. She has training and experience in prenatal, myofascial release, swedish, deep tissue, and sports massage. Her interests include glass blowing, hiking, and unicycling.	Women's Health	28	Fertility	9		#N/A	Woman's health and fertility	Personal Bio					$160	$95		Yes	Blue Shield PPO Cigna PPO United Healthcare PPO  	9,10,29	Practice			American College of Traditional Chinese Medicine	4	San Francisco State University- BA Holistic Health and Traditional Chinese Healing	December 28, 2007					Yes			
Claudia 	Lehan		67		No	L.Ac.	F	https://www.caworks.org/meet-the-team	Claudia Lehan is a licensed acupuncturist, Claudia became interested in acupuncture after experiencing some of the unexpected benefits of the medicine after treatment for a minor injury. Amazed at the deep relaxation and general feeling of wellness, along with improved immunity and sleep, she became very curious about how acupuncture works. She segued into studies at the American College of Traditional Chinese Medicine in San Francisco, earning a Masters of Science and becoming a licensed acupuncturist. With a background in social justice issues. Community style acupuncture allows her to practice acupuncture while supporting a progressive socio/economic approach to health care.  When not working, Claudia can be found biking, reading, taking long walks with friends, or at the movies.	General Acupuncture	11		#N/A		#N/A	General Acupuncture	General Practice		community acupuncture, affordable acupuncture			$35-$60	$25-$50		Doesn't Say		#N/A	Practice	info@caworks.org		American College of Traditional Chinese Medicine	4	University of Massachusetts, Amhers / Social Theory and Political Economics	March 28, 2014					Yes			
Jenn 	Holley		68		No	L.Ac.	F	https://www.caworks.org/meet-the-team	Jenn Holley graduated from the American College of Traditional Chinese Medicine in San Francisco. She is a licensed acupuncturist and herbalist and has practiced acupuncture in San Francisco and the Santa Cruz area since 2007.  When Jenn first heard of the then-young Community Acupuncture movement while still in school, she knew she had to become a part of it and has been a full-time community acupuncturist ever since.  When she’s not working she can be found riding her bike, hugging trees, reading in the sun, and hanging out with her dog Emmy. 	General Acupuncture	11		#N/A		#N/A	General Acupuncture	General Practice					$35-$60	$25-$50		Doesn't Say		#N/A	Practice	info@caworks.org		American College of Traditional Chinese Medicine	4	George Mason University, BA English Language and Literature	February 21, 2007					Yes			
Jeani 	Fink		69		Yes	L.Ac., MSTCM	F	http://compassrosesf.com/what-we-do/	Jeani Fink is passionate about helping people achieving optimal health through preventative medicine by bringing your body, mind and spirit into a natural state of balance. She supports her patients healing with ongoing individualized treatment plans. Jeani combines the ancient healing tradition of acupuncture to meet her patient’s modern day needs. Jeani completed her Master’s degree in Traditional Chinese Medicine at the American College of Traditional Chinese Medicine in San Francisco and is licensed as an acupuncturist in the state of California. She also holds a national certification in acupuncture and Chinese herbology from the National Certification Commission for Acupuncture and Oriental Medicine.	Pain Management	18		#N/A		#N/A	Pain And Orthopedics, Stress and Anxiety, Women's Health, Immunity and Allergies, Digestion, Preventative Health	Personal Bio					$75	$50		Yes	Blue Shield and Sutter Select	9,26	Personal	j@compassrosesf.com		American College of Traditional Chinese Medicine	4	Santa Clara University / Bachelor’s of Business Administration	May 07, 2013					Yes			
Traci 	Kanzawa		70		Yes	L.Ac.	F	http://www.consciouschiro.com/staff/traci-kanzawa-l-ac/	Traci Kanzawa is licensed in both acupuncture and Chinese herbal medicine by the State of California Acupuncture Board. She is also a Diplomate in Acupuncture certified by the National Certification Commission for Acupuncture and Oriental Medicine(NCCAOM). Traci obtained her Master’s Degree from the American College of Traditional Chinese Medicine in San Francisco. During her graduate studies, Traci took a particular interest in treating patients with digestive disorders, as it is a belief of hers that most conditions or illnesses in today’s society stem from a weak or poor digestive system.	Pain Management	18	Gastrointestinal & Digestive	10		#N/A	Pain management and Digestive disorder	Personal Bio					$115	$85		Yes	Aetna
 ASHP – Chiropractic Services Only
 Blue Cross – Chiropractic Services Only
 Blue Shield
 Cigna
 Greatwest
 Landmark – Chiropractic Services Only
 Medicare – Chiropractic Services Only
 Multiplan
 Sutter Health/UMR
 United Healthcare	2,4,8,9,10,14	Practice	admin@consciouschiro.com	https://www.yelp.com/biz/traci-kanzawa-lac-san-francisco	American College of Traditional Chinese Medicine	4	UC Irvine- BS Information anc Computer Sciece, Software Systems 	September 07, 2010					Yes			
Edith Ubuntu 	Chan	1	71	Verified	Yes	DAOM, L.Ac. ​	F	http://www.dantianwellness.com/dr-edith-ubuntu-chan.html	Edith Ubuntu Chan is a doctor of Chinese Medicine and Acupuncture and author of the #1 bestselling book SuperWellness. She's known for her extraordinary success helping athletes achieve optimal health & high performance. Edith is also a Level III practitioner of Reconnective Healing & The Reconnection, and one of only 300 Certified High Performance Coaches in the world. Edith's academic background includes a Doctoral Fellowship at Five Branches University (specializing in Endocrinology and Neuromuscular Medicine), a four-year graduate degree from American College of Traditional Chinese Medicine, and a bachelors in Applied Mathematics with magna cum laude from Harvard University. 	Orthopedics	17	Sports Medicine	25	Endocrine	7	Orthopedic conditions and Sports injuries	Personal Bio					$325	$225		Yes	no u Super bill	#N/A	Practice	info@DanTianWellness.com	???	American College of Traditional Chinese Medicine	4	 Harvard University / Applied Mathematics	October 18, 2006		one of 300 Certified High Performance Coaches, level III Practitioner of Reconnective Healing & The Reconnection, author of #1 Best-Selling book SuperWellness		CA	Yes	Yes	Lynn Batcher, 	
Daniel	Ng 		72		Yes	PH.D., L.Ac.	M	http://www.danielhealing.com/about-dr-ng.html	Daniel Ng originates from Hong Kong.  He is a long time San Francisco resident,  and is well versed in the field of Traditional Chinese Medicine and Acupuncture. He currently lives with his wife and two children. Daniel received his PH.D degree in Oriental Medicine from the SAMRA University in 1986. He is a licensed Acupuncturist and Herbalist with the California Acupuncture Board, and is certified by the National Certification Commission for Acupuncture in the United States. He has developed very unique acupuncture techniques, which often allows you to feel results after only one visit.	Allergies	2	Respiratory	23	Autoimmune	3	Allergies, Acute Pain and Chronic Pains, Digestive Tract Conditions, Female Conditions, Immune Disorder, Respiratory Conditions, Neurological Conditions, Stress and Related Symptoms, Facial Rejurenation	Personal Bio					$85 - $120	$65 - $85 		Yes	ACN Group of California
 Aetna 
 American Specialty Health 
 Anthem BlueCross and/or BlueShield 
 Pacific Care
 Sutter Select
 TriWest Healthcare Alliance	1,2,5,7,8,9,22,26	Single Practitioner Location		https://www.yelp.com/biz/daniel-ng-phd-lac-daniel-ng-acupuncture-clinic-san-francisco	SAMRA University	15		December 29, 1983					Yes			
Debora 	Silverman	1	73	Verified	Yes	L.Ac.	F	http://bodymindspiritmedicine.com/mobile/about.html	Debora Silverman is a Nationally certified and California Licensed Acupuncturist and Oriental Medicine Practitioner. She is very passionate about helping people achieve better health. She practiced a combination of Chinese and Japanese styles of Acupuncture. Her special interest is on Skin Imbalances, Pain Management, Digestive Disorders, Emotional Well-Being, Promoting Immune Support and Wellness and Women’s and Men’s Reproductive Health. She received her Master’s of Science and Master’s of Traditional Chinese Medicine from the American College of Traditional Chinese Medicine	Dermatological	6	Mental Health	15	Pain Management	18	Skin Imbalances, Pain Management, Digestive Disorders, Emotional Well-Being, Promoting Immune Support and Wellness and Women’s and Men’s Reproductive Health.	Personal Bio					190	145		Yes	not in network but bill insurance- as long as acupuncture coverage	34	Single Practitioner Location	debora@bodymindspiritmedicine.com	https://www.yelp.com/biz/debora-silverman-lac-body-mind-spirit-san-francisco	American College of Traditional Chinese Medicine	4	SUNY New York- BA. in Latin American Studies & B.A. in Film and Photography	November 08, 2005		Co-author on a published research study by NCBI- "A Survey of Licensed Acupuncturists in the San Francisco Bay Area: Prevalence of Treating Oncology Patients"	cancer care- worked w/ chalotte maxwell; end of life care/hospice. a lot of facial rejuvenation- m/f, young/elderly	Both	Yes	Yes	dentists/ integrative medicine-- priv pr	Pesonal Details: 917-208-2014; debora88@aol.com
Dennis	Mcgrath	1	74	Verified	Yes	L.Ac.	M	http://www.dennismcgrathacupuncture.com/dennis-mcgrath/	Dennic Mcgrath is an experienced acupressure massage therapist in the early 70's. He is a licensed acupunturist since early 2000. Dennis is a Master of Science degree holder in Traditional Chinese Medicine at The American College of Traditional Chinese Medicine. He blend both acupressure and acupuncture to provide comprehensive and effective treatments to his clients.	Women's Health	28	Mental Health	15	General Acupuncture	11	General Acupuncture	General Practice					$100	$75		No	super bill	25	Single Practitioner Location	mcgrath.acupuncture@gmail.com	https://www.yelp.com/biz/dennis-mcgrath-acupuncture-san-francisco	American College of Traditional Chinese Medicine	4	none	February 15, 2000		csoma--acupuncturist		CA	Yes	yes	psychologists/psychiatrists	
Misha	Cohen		75		No	OMD, L.Ac.	F	http://www.docmisha.com/about-misha-ruth-cohen/	Misha Cohen is a Doctor of Oriental Medicine and a Licensed Acupuncturist. She is the Executive Director of the MRCE Foundation, and Research Specialist of Integrative Medicine at the University of California Institute for Health and Aging. Misha is recognized internationally as a senior teacher and leading expert in Chinese traditional medicine. She has been practicing traditional Asian medicine for the past 38 years.	Women's Health	28	Chronic Illness	5	Fertility	9	PMS, infertility, hepatitis, HIV, endometriosis, HPV-related diseases and menopausal syndromes	Personal Bio					Does not list	Does not list		Doesn't Say		#N/A	Single Practitioner Location			Lincoln Hospital’s Detox Program	9	Oberlin College	August 30, 1983					Yes			
Christine 	Friel	1	76	Verified	Yes	L.Ac., FABORM	F	http://www.doublehappinesshealth.com/about/	Christine Friel practiced acupuncture since 2003 and has Traditional Chinese Medicine specialties in Oriental reproductive medicine, orthopedics and functional medicine. She is passionate about helping her patients gain tools that allow them to live pain-free, radiantly healthy and fertile lives. Christine earned her Masters Degree at the Academy of Chinese Culture and Health Sciences in Traditional Chinese Medicine. She has specialized in oriental reproductive medicine and has been a fellow of the American Board of Oriental Reproductive Medicine since 2010.	Women's Health	28	Fertility	9	Gastrointestinal & Digestive	10	Women’s health and Fertility and Orthopedics	Personal Bio					$140	$80		Yes	We are out-of-network providers		Practice	INFO@DOUBLEHAPPINESSHEALTH.COM		Academy of Chinese Culture and Health Sciences	2	A.S. at CCSF	March 17, 2003		Bay Guardian Best Of The Bay: Best Alternative medicine  Bay Area A-list SF City Voter	American Association of Acupuncture and Oriental Medicine  American Society For Reproductive Medicine  NorCal Fertility Group   RESOLVE  	CA	Yes		CPMC Sutter Health- St. Lukes  UCSF  Parsley Health  One Family Medicine  Turek Clinic  	
Rachel 	Root	1	77	Pending	No	L.Ac., FABORM	F	http://www.doublehappinesshealth.com/about/	Rachel Root is a California State licensed acupuncturist with postgraduate training Women’s Health and Chinese Orthopedics and a Fellow of the American Board of Reproductive Medicine. Her passion is helping women connect with their bodies and feel in control of their health and hormones. Rachel earned a Master of Science degree in Acupuncture and Herbal Medicine at American College of Traditional Chinese Medicine in San Francisco, and has a B.S. in Kinesiology from Arizona State University.	Fertility	9	Pregnancy	22	Endocrine	7	Fertility and Pregnancy and well as Menopause, PCOS, and other Hormonal imbalances	Personal Bio					$140	$80		Doesn't Say		#N/A	Practice	INFO@DOUBLEHAPPINESSHEALTH.COM	https://www.yelp.com/biz/rachel-root-lac-san-francisco	American College of Traditional Chinese Medicine	4		September 25, 2014					Yes	Yes		
Anita 	Lang-Bakar		78	No Response	Yes	L.Ac.	F	https://www.driftwoodacu.com/copy-of-about	Anita Lang-Bakar is a California State Board Licensed Acupuncturist and a nationally certified Diplomate in Oriental Medicine by the National Certification Commission in Acupuncture and Oriental Medicine (NCCAOM). Anita was born and raised in France as well as in Morocco and Germany. She obtained her Master of Science degree in Traditional Chinese Medicine from the American College of Traditional Chinese Medicine (ACTCM) in San Francisco. She worked on Wall Street and in finance for 20 years and is the proud mother of twin girls.	Pain Management	18	Sports Medicine	25	Neurological	16	Pain management, working with Athletes, stress/anxiety and insomnia, neurological diseases (Parkinsons, Bell's Palsy, MS) as well as internal medicine.	Personal Bio	Yes			look at list of conditions on site	Does not list	Does not list		Yes	Blue Shield & United Healthcare.	9,29	Single Practitioner Location	anita@driftwoodacu.com		American College of Traditional Chinese Medicine	4	Smith College / Bachelor's degree in Political Science	September 15, 2010					Yes			
Laura 	Metzdorff		79	Pending	Yes	L.Ac.	F	http://earthandairwellness.com/about.html	Laura is a California state licensed acupuncturist originally from Long Island, NY. Laura started her graduate education at Pacific College of Oriental Medicine in New York City. After her third year there, Laura decided to explore life on the West Coast and moved to California to finish her studies at Pacific's San Diego campus where she obtained a Master's in Traditional Oriental Medicine. Laura has always believed that there is more to health than what we've been taught and she has made it her mission to help others gain back power over their health.	General Acupuncture	11		#N/A		#N/A	General Acupuncture	General Practice					$125	$85		Yes	Aetna
 American Specialty Health Program
 ANC Optimal Health
 Anthem
 Blue Shield
 Cigna
 Coventry Health
 Kaiser Affinity discount - 25% off for acupuncture
 Pacificare
 United Healthcare	2,5,6,7,9,10	Practice	info@earthandairwellness.com.		Pacific College of Oriental Medicine	14	State University of New York at New Paltz / English Literature,	September 02, 2009					Yes			
Maria 	Yung		80	Pending	Yes	L.Ac.	F	http://earthandairwellness.com/about.html	Maria Yung is a third-generation practitioner of Chinese medicine, following a tradition started over 70 years ago by her grandmother, Dr. Bing Yin Lee. Maria has a special passion in helping women achieve their dreams of motherhood. Over the years, Maria has helped hundreds of women become moms. She is a graduate of UCLA and the Academy of Chinese Culture and Health Sciences, and completed post-graduate training at Zhejiang College of Traditional Chinese Medicine in Hangzhou, China.	Women's Health	28	Endocrine	7	Cancer Support	4	Women's health including the treatment of hormonal imbalances, menstrual problems, fertility, and gynecological cancers.	Personal Bio					$125	$85		Yes	Aetna
 American Specialty Health Program
 ANC Optimal Health
 Anthem
 Blue Shield
 Cigna
 Coventry Health
 Kaiser Affinity discount - 25% off for acupuncture
 Pacificare
 United Healthcare	2,5,6,7,9,10	Practice	info@earthandairwellness.com.	https://www.yelp.com/biz/maria-yung-lac-oakland-2	Academy of Chinese Culture and Health Sciences	2	University of California, Los Angeles	April 29, 2002					Yes			
Sean Michael	Hall		81	Verified	Yes	L.Ac., ABORM****	M	https://www.ebacupuncture.com/sean-michael-hall-licensed-acupuncturist/	Sean is licensed acupuncturist and is one of only a few acupuncturists in California to hold dual board certifications by the American Board of Oriental Reproductive Medicine (ABORM) and the National Board of Acupuncture Orthopedics (DNBAO). He went to China and spent time with Western and TCM trained doctors specializing in fertility, gynecology, cardiology, and dermatology. Sean also taught yoga and meditation for 13 years, before making the decision to devote all of his professional time to his acupuncture practice. Before beginning training in acupuncture, Sean earned a B.A. in computer science from UC Santa Cruz and worked as a software engineer.	Fertility	9	Orthopedics	17	Pain Management	18	Fertility & Reproductive Medicine and Orthopedics & Pain Management	Personal Bio					$150	$100		Yes	Affinity Medical Group
 Blue Shield of California
 Hill Physicians Medical Group
 Sutter Health, UMR Plans
 TriWest Healthcare Alliance (proudly serving VA patients)
 United Healthcare	#N/A	Practice	info@ebacupuncture.com		Five Branches University	7	UC Santa Cruz	October 03, 2006				CA	Yes	yes		
Gabriela 	Pierre		82	Verified	Yes	L.Ac.	F	https://www.ebacupuncture.com/gabriela-pierre-licensed-acupuncturist/	Gabriela is a California State Licensed Acupuncturist and Herbalist with a master’s degree in Traditional Chinese Medicine. Before becoming an acupuncturist, Gabriela worked for the American Red Cross in the Bay Area as an Emergency Preparedness Community Educator and Disaster Relief Responder. She takes an integrative and holistic approach to treating patients with an emphasis on helping them achieve a greater sense of physical, mental and emotional well-being. 	Orthopedics	17	Pain Management	18	Stress Management	26	Neuropathic and Musculoskeletal Pain Conditions, Stress and Anxiety Disorders and Women’s Reproductive Health and Fertility	Personal Bio					$150	$100		Yes	Affinity Medical Group Blue Shield of California Hill Physicians Medical Group Sutter Health, UMR Plans TriWest Healthcare Alliance (proudly serving VA patients) United Healthcare	3,9,17,26,27	Practice	info@ebacupuncture.com		Five Branches University	7		April 13, 2015				CA	Yes	yes	iffinity flatlink	
Nadia 	Moredo		83	Verified	Yes	L.Ac.	F	https://www.ebacupuncture.com/nadia-moredo-licensed-acupuncturist/	Nadia is a California State Licensed Acupuncturist and Herbalist with a master’s degree in Traditional Chinese Medicine. Nadia has had a lifelong love of science, earning her B.S. in Biology at UC Santa Cruz. Nadia’s continual interest in women’s health has led her to devote most of her clinical practice to the well-being of women and their families. After earning her MTCM, Nadia completed an Advanced Clinical Internship Program at the Zhejiang College of Traditional Chinese Medicine in Hangzhou, China. In China, Nadia studied under the mentorship of leading gynecologists who practice both Western and Chinese medicine. 	Women's Health	28	Fertility	9	Dermatological	6	Women’s health and Fertility	Personal Bio					$150	$100		Yes	Affinity Medical Group
 Blue Shield of California
 Hill Physicians Medical Group
 Sutter Health, UMR Plans
 TriWest Healthcare Alliance (proudly serving VA patients)
 United Healthcare	#N/A	Single Practitioner Location	info@ebacupuncture.com		Five Branches University	7	UC Santa Cruz / Bachelor of Science in Biology	February 21, 2007				CA	Yes		pt's, md's, chiropractics, workers comp	
Antonella 	Soldaini		84	Pending	No	L.Ac.	F	https://eastwestsf.com/practitioners-bios/#soldaini	Antonella Soldaini is a native of Italy whose experience on medical practice started 35 years ago as registered nurse. She moved to California and pursued Masters in Acupuncture and Chinese medicine. Antonella is a caring and nurturing professional who strives to help patients understand their health and encourage them to take active part in their own healing process. 	Sleep Disorders	24	Mental Health	15	Injury	12	Insomnia, fatigue, depression, anxiety and cravings, Women’s health such as PMS, menopause and infertility and injuries and pain management.	Personal Bio		Fertility, Pregnancy, Post-partum, Pediatrics, Orthopedics / Pain Management			$175	$100		Yes	SAN FRANCISCO HEALTH PLAN	24	Practice	info@eastwestsf.com			#N/A		July 20, 1990					Yes			
Patricia 	Watters		85	Pending	Yes	L.Ac, CMT	F	https://eastwestsf.com/practitioners-bios/#watters	Patricia is a licensed acupuncturist and massage therapist and has been studying healing arts for over 20 years. Her passion is providing enjoyable, balancing treatments while empowering patients to better understand their bodies and feel great within them. Patricia earned her bachelor’s degree in anthropology from the University of Florida and focused on biological aspects. Patricia received her Master’s degree in Traditional Chinese Medicine from the American College of Traditional Chinese Medicine and further studied at Zhejiang Chinese Medical University in Hangzhou, China.	General Acupuncture	11		#N/A		#N/A	General Acupuncture	General Practice					$175	$100		Yes	SAN FRANCISCO HEALTH PLAN	24	Practice	info@eastwestsf.com	https://www.yelp.com/biz/patricia-watters-l-ac-cmt-san-francisco	American College of Traditional Chinese Medicine	4	University of Florida / Bachelor’s Degree in Anthropology	March 25, 2010					Yes			
Marnie 	McCurdy		86	Pending	No	L.Ac., MS, CMT, FABORM	F	https://eastwestsf.com/practitioners-bios/	Marnie McCurdy is a licensed practitioner of Traditional Chinese Medicine and nationally certified acupuncturist. She has had an active practice in the Bay area for the past 14 years. When treating chronic pain Marnie draws upon her knowledge of movement. She earned her undergraduate  degree in dance and went on to study Pilates Mat and movement analysis/re-education techniques such as the Alexander Method and Gokhale Method. Marnie has been a certified massage therapist for 20 years and has trained in several modalities.	Women's Health	28	Fertility	9	Pre & Postpartum	21	Gynecology, infertility, prenatal and postnatal care, chronic pain management and digestive health	Personal Bio		Fertility, Pregnancy, Post-partum, Pediatrics, Orthopedics / Pain Management			$175	$100		Yes	SAN FRANCISCO HEALTH PLAN	24	Practice	info@eastwestsf.com			#N/A		March 06, 2003					Yes			
