83	Middle Path Acupuncture	83		Pending		http://www.middlepathacupuncture.com/		Financial District	21	San Francisco	1	San Francisco	22	115 Sansome St, Financial District San Francisco, CA	https://www.yelp.com/biz/adam-wiscomb-cmt-lac-daom-san-francisco?hrid=KJE-jK4StCVVMX1nvsbDtw	415.225.4880	Yes	adam@middlepathacupuncture.com	Acupuncture, Eastern Medicine, Masssage Theraphy	
84	Mitchell Family Acupuncture	84	No	No Response		https://www.mitchellfamilyacupuncture.com/		East Solano Ave, Berkeley Hills	6, 20	East Bay	4	Berkeley	4	1738 Solano Ave, Berkeley, CA 94707	https://www.yelp.com/biz/mitchell-family-acupuncture-berkeley	510-558-0117	No		Acupuncture, Reiki, Cupping & Massage, Qi Needles, Herbal Medicine, Herbal Formulas and Pharmacopeia	Mon 8:00 am - 5:00 pm  Tue 8:30 am - 6:00 pm Wed 8:30 am - 5:00 pm  Thu 8:30 am - 5:00 pm  Fri 8:30 am - 5:00 pm  Sat 8:30 am - 5:00 pm  Sun 8:00 am - 5:00 pm 
85	Monarch Acupunture & Wellness	85		No Response		 https://www.monarchacupuncture.com/		Walnut Creek	69	East Bay	4	Walnut Creek	33	1901 Olympic Boulevard, Ste. 120 Walnut Creek, CA, 94596	https://www.yelp.com/biz/monarch-acupuncture-and-wellness-walnut-creek	(925) 268-8830	Yes	ANNA@MONARCHACUPUNCTURE.COM	Acupuncture, Herbal Medicine, Abdominal Massage	
86	Moss Acupuncture	86		No Response		http://www.mossacupuncture.com/		Presidio Heights	52	San Francisco	1	San Francisco	22	415 Spruce St., Laurel Heights San Francisco, CA	https://www.yelp.com/biz/moss-acupuncture-san-francisco	(415) 244-4412	No	jennifer@mossacupuncture.com	Acupuncture, Herbal Medicine, Cupping and Moxa	
87	Needles and Tea	87		No Response		http://needlesandtea.com/		South Beach	63	San Francisco	1	San Francisco	22	340 Brannan St San Francisco, CA 94107	https://www.yelp.com/biz/tina-chin-kaplan-lac-cmt-san-francisco	415-640-2341	No	tina@needlesandtea.com	Acupuncture, Tui Na, cupping, Gua Sha, Dietary Counseling and Herbal Medicine Prescriptions	
88	Neil Bernardi-Wright & Ramey-Bernardi (Santa Cruz)	88	No	No Response		http://www.acupun.com/		Los Gatos	30	South Bay	2	Los Gatos	12	 15251 National Ave., Suite 106 Los Gatos, CA, 95032	https://www.yelp.com/biz/neil-s-bernardi-wright-l-ac-faborm-los-gatos	(408) 402-1849 	No		Acupunture for Fertility, Prenatal care, & Postpartum care	
89	Nest Acupuncture (Alameda) 	89		No Response		http://www.nestacupuncture.com/		Alameda	1	East Bay	4	Alameda	1	1128 Lincoln Avenue Alameda, CA 94501	https://www.yelp.com/biz/nest-acupuncture-east-alameda	(415) 673-6378	No	info@nestacupuncture.com	General Wellness, Acupuncture, Facial Rejuvenation, Maya Abdominal Theraphy, Embryo Transfer Treatment	
90	Nest Acupuncture (San Francisco) 	90	Yes	No Response		http://www.nestacupuncture.com/		Marina, Cow Hollow	35, 13	San Francisco	1	San Francisco	22	1990 Lombard Street Suite 100 San Francisco, CA 94123	https://www.yelp.com/biz/nest-acupuncture-san-francisco-2	415-673-6378	No	info@nestacupuncture.com	General Wellness, Acupuncture, Facial Rejuvenation, Maya Abdominal Theraphy, Embryo Transfer Treatment	
91	Nest Acupuncture (San Rafael) 	91	Yes	No Response		http://www.nestacupuncture.com/		San Rafael	56	North Bay	3	San Rafael	25	 712 D Street Suite K San Rafael, CA 94901	https://www.yelp.com/biz/nest-acupuncture-san-rafael	(415) 673-6378	No	info@nestacupuncture.com	General Wellness, Acupuncture, Facial Rejuvenation, Maya Abdominal Theraphy, Embryo Transfer Treatment	
92	Nurture Acupuncture (Orinda)	92	Yes	No Response		http://nurtureacupuncture.com		Orinda	45	East Bay	4	Orinda	17	 89 Davis Rd., Suite 280 Orinda, CA 94563	https://www.yelp.com/biz/nurture-acupuncture-orinda	925.395.7823	No	nurtureacupuncture@gmail.com	Acupuncture, Chinese Herbs, Reproductive Organ Massage, Pregnancy Massage, Meridian/Tui Na Massage, Nutritional Guidance, Preventative Medicine & Diagnostic Testing	
93	Nurture Acupuncture (San Jose)	93	Yes	No Response		http://nurtureacupuncture.com		Downtown	15	South Bay	2	San Francisco	22	1520 The Alameda #130 San Jose, CA 95126	https://www.yelp.com/biz/nurture-acupuncture-san-jose	408.287.1390	No	nurtureacupuncture@gmail.com	Acupuncture, Chinese Herbs, Reproductive Organ Massage, Pregnancy Massage, Meridian/Tui Na Massage, Nutritional Guidance, Preventative Medicine & Diagnostic Testing	
94	Nurture Acupuncture (San Ramon)	94	Yes	No Response		http://nurtureacupuncture.com		San Ramon	57	North Bay	3	San Ramon	26	 100 Park Pl. #200 San Ramon, CA 94583	https://www.yelp.com/biz/nurture-acupuncture-san-ramon-2	925.395.7823	No	nurtureacupuncture@gmail.com	Acupuncture, Chinese Herbs, Reproductive Organ Massage, Pregnancy Massage, Meridian/Tui Na Massage, Nutritional Guidance, Preventative Medicine & Diagnostic Testing	
95	Oakland Acupuncture Project	95	Yes	No Response		http://www.oaklandacupunctureproject.com/		Lower Hills	31	East Bay	4	Oakland	16	3576 Laurel Avenue, Lower Hills Oakland, CA	https://www.yelp.com/biz/oakland-acupuncture-project-oakland-5	(510) 842-6350	No	oaklandacu@gmail.com	Acupuncture, Massage and Energy Work	
96	Persimmon Health Center	96	No	No Response		http://www.persimmonhealth.com/		Stockton	64	East Bay	4	Stockton	31	130 Park Avenue Merced, CA 95348	https://www.yelp.com/biz/persimmon-community-acupuncture-stockton	209 676-0048	Yes			
97	Point of Life Acupuncture	97	Yes	No Response		https://pointoflifeacupuncture.com/		Financial District	21	San Francisco	1	San Francisco	22	350 Sansome Street, Suite 730 San Francisco, CA 94104	https://www.yelp.com/biz/point-of-life-acupuncture-san-francisco	415-823-1796 	Yes	info@pointoflifeacupuncture.com	Acupuncture, Cupping	
98	Points for Wellness (Soquel)	98	No	No Response		http://pointsforwellness.com/		Soquel	62	South Bay	2	Soquel	30	4841 Soquel Dr., Soquel, CA 95073		(831) 475-1055	Yes		Acupuncture, Herbal Medicine, Massage, Cupping, Moxibustion, Nutritional Counseling, Functional Medicine	
99	Points for Wellness (Santa Cruz)	99	No	No Response		http://pointsforwellness.com/		Santa Cruz	58	South Bay	2	Santa Cruz	27	550 Palm St., Santa Cruz, CA 95060	https://www.yelp.com/biz/points-for-wellness-santa-cruz	(831) 475-1055	Yes		Acupuncture, Herbal Medicine, Massage, Cupping, Moxibustion, Nutritional Counseling, Functional Medicine	
100	Renèe Hahn Acupuncture	100	No	No Response		http://reneehahn.com/		SoMa	61	San Francisco	1	San Francisco	22	44 Gough Street, Suite 209, San Francisco, CA 94103	https://www.yelp.com/biz/ren%C3%A9e-hahn-acupuncture-and-craniosacral-therapy-san-francisco-2	415-722-1723	Yes		Acupuncture and Craniosacral Bodywork, Lymphatic Drainage, Pediatric, Herbal and Nutrition Consultation 	
101	Retreat Acupuncture (Marin)	101	No	Pending		https://retreatacupuncturecenters.com/		Meadowsweet	35	North Bay	3	Marin	13	45 San Clemente Drive, Corte Madera, CA 94925		1.415.441.7200	Yes	office@retreatacupuncture.com	Acupuncture, Chinese Herbs, Massage and Bodywork, Facial Rejuvenation, Cupping, Reiki, Breathwork, Biomat, Nutrition	
102	Retreat Acupuncture (SF)	102	Yes	Pending		https://retreatacupuncturecenters.com/		Japantown, Lower Pacific Heights	29, 34	San Francisco	1	San Francisco	22	1801 Bush Street, San Francisco, California 94109	https://www.yelp.com/biz/retreat-acupuncture-san-francisco-3	1.415.441.7200	No	office@retreatacupuncture.com	Acupuncture, Chinese Herbs, Massage and Bodywork, Facial Rejuvenation, Cupping, Reiki, Breathwork, Biomat, Nutrition	
103	Revive Acupuncture 	103	Yes	No Response		ReviveAcupuncture.com		Fremont	22	East Bay	4	Fremont	10	43353 Mission Blvd. Suite B Fremont, CA 94539	https://www.yelp.com/biz/revive-acupuncture-fremont	510.438.0128 	No	info@reviveacupuncture.com	Acupuncture, Herbs, Supplements, Nutrition, Testing	
104	Roha	104	Yes	No Response		http://rohasf.com/welcome		Castro	8	San Francisco	1	San Francisco	22	4052 18th St, San Francisco, CA 94114	https://www.yelp.com/biz/riena-kim-lac-san-francisco-3	415 805 2234	No	riena_kim@yahoo.com	Ayurvedic Consultation, Abhyanga, Shirodhara, Shiroabhyanga, Nasya, Basti, Shali Pinda Sweda, Udvarthanam, Mukhalepam , Ayurvedic Marma therapy	
105	Root & Stem	105	Yes	No Response		http://www.oaklandrootandstem.com/		Grand Lake, Lower Hills	25, 32	East Bay	4	Oakland	16	3515 Grand Avenue, Lower Hills Oakland, CA	https://www.yelp.com/biz/root-and-stem-integrative-chinese-medicine-oakland-2	(510) 463-4304	No	info@oaklandrootandstem.com	Facial Rejuvenation, Ancestral Acupuncture, Gua sha and Cupping	
106	Sage Wellness Center	106	Yes	Pending		http://sagewellnesscenter.org/		San Mateo	55	South Bay	2	San Mateo	24	601 South B Street, San Mateo, CA	https://www.yelp.com/biz/sage-wellness-center-san-mateo-5	(650) 343-7899	No	info@sagewellnesscenter.org	Acupuncture, Herbal Medicine, Massage Theraphy, Health Supplements, Skin and Body Care	
107	San Francisco Acupuncture Group	107	No	No Response		https://sanfranciscoacupuncturegroup.com/		Financial District	21	San Francisco	1	San Francisco	22	220 Montgomery Street, Suite 450, San Francisco, CA 94104	https://www.yelp.com/biz/san-francisco-acupuncture-group-san-francisco-2	415 445 9388	No		Acupuncture & Electroacupuncture, Dry Needling and Myofascial Trigger Point Acupuncture, Motor Point Acupuncture, Laser Therapy, Phototherapy and Low-Level Light Therapy, Manual Therapies, Moxibustion, Cupping, Herbal Medicine	
108	San Francisco Community Acupuncture	108	Yes	No Response		http://missionsfca.com/		Mission	37	San Francisco	1	San Francisco	22	220 Valencia Street San Francisco, CA 94103	https://www.yelp.com/biz/san-francisco-community-acupuncture-san-francisco	415-675-8973	No	missionsfca@gmail.com	Acupuncture, Tui-Na, Cupping, Arvigo Mayan Abdominal Therapy	
109	San Francisco Integrative Medicine	109	Yes	No Response		http://www.integrativemedicinesf.com/		Union Square	68	San Francisco	1	San Francisco	22	870 Market St. #1117 San Francisco CA 94102	https://www.yelp.com/biz/san-francisco-integrative-medicine-san-francisco	415.362.4600	No	​Admin@IntegrativeMedicinesf.com 	Acupuncture, Pre and Post ​Embryo Transfer, ART Support, Acupuncture & Electro-Acupuncture	
110	Sarana Community Acupuncture	110	Yes	No Response		http://www.saranacommunityacupuncture.com/		Albany	2	East Bay	4	Albany	2	970 San Pablo Ave, Albany, CA	https://www.yelp.com/biz/sarana-community-acupuncture-albany	(510) 526-5056	No	sarana.acu@gmail.com	Acupuncture, Herbs, Massage	
111	SF Acupuncture	111	No	No Response		http://sf-acupuncture.com/		Castro	8	San Francisco	1	San Francisco	22	4328 18th St San Francisco CA 94114	http://www.yelp.com/biz/joelle-dussuyer-lac-san-francisco	415-385-4141	Yes		Acupuncture, Clinical Nutrition, Well-being Programs	
112	Stillpoint Wellness Center	112	Yes	No Response		http://www.stillpointsf.com/		Union Square	68	San Francisco	1	San Francisco	22	490 Post Street, Penthouse 1701 San Francisco, California 94102	https://www.yelp.com/biz/stillpoint-wellness-center-san-francisco	415-441-5659	No	Admin@StillpointSF.com	Comprehensive Treatment, Acupuncture, Naturopathic Treatment, Signature Acupuncture and Massage, Intergrated Bodywork Treatment, Whole Body Balancing Work Massage	
113	Tao to Wellness	113	Yes	No Response		www.taotowellness.com		West Berkeley	70	East Bay	4	Berkeley	4	809 Hearst Ave, Berkeley, CA 94710	https://www.yelp.com/biz/tao-to-wellness-berkeley	510.883.0383	No	nikole@berkeley-acupuncture.com	Acupuncture Basics, Electroacupuncture, Moxibustion, Acupuncture for Digestive Issue, Acupuncture for Anxiety	
114	Temescal Acupuncture Center	114	No	No Response		http://www.temescalacupuncture.com/index.html		North Oakland	43	East Bay	4	Oakland	16	330 41st Street, Temescal Oakland, CA	https://www.yelp.com/biz/temescal-acupuncture-center-oakland	(510) 654-7054	No		Acupunture, Nutritional Theraphy	
115	The Blue Buddha	115	No	Pending		http://sfbluebuddha.com/		Lower Nob Hill	32	San Francisco	1	San Francisco	22	1122 Sutter Street San Francisco, CA 94109	https://www.yelp.com/biz/the-blue-buddha-san-francisco	(415) 767-5120	No		Acupuncture & Chinese Medicine, Bodywork	
116	The Root & The Branch	116	No	No Response		https://rootandbranchcenter.com/		Pacific Heights	46	San Francisco	1	San Francisco	22	2409 Sacramento St #2, Pacific Heights San Francisco, CA	https://www.yelp.com/biz/the-root-and-the-branch-san-francisco-2	(415) 440-7668	No		Traditional Chinese Medicine, Reproductive Health	
117	The Withrow Institute for Reproductive Wellness	117	No	No Response		http://www.nicolewithrow.com		San Rafael	56	North Bay	3	San Rafael	25	712 D Street, Suite K San Rafael, CA. 94901	https://www.yelp.com/biz/nicole-withrow-ms-lac-san-rafael	415-747-8671	Yes		Acupuncture and IVF, Herbal Medicine, Nutrition and Fertility	
118	Tiny Needles	118	Yes	No Response		http://www.tinyneedlessf.com/		Lower Pacific Heights, Japantown	34, 29	San Francisco	1	San Francisco	22	1808 McAllister Street, Western Addition/NoPa San Francisco, CA	https://www.yelp.com/biz/tiny-needles-san-francisco-3	(415) 409-1506	No	​hello@tinyneedlessf.com	Community Acupuncture, One on One Acupuncture Treatments, Cupping and Targeted Acupuncture, Workplace Acupuncture	
119	Toci Wellness	119	Yes	No Response		https://www.tociwellness.com/		Inner Sunset	27	San Francisco	1	San Francisco	22	527 Irving Street, San Francisco, CA 94122	https://www.yelp.com/biz/toci-wellness-san-francisco	503-278-0757	Yes	tociwellness@gmail.com	Acupuncture, Tui Na Massage	
121	Tree of Qi Acupuncture Clinic	121	No	No Response		http://www.treeofqi.com/		Mission	37	San Francisco	1	San Francisco	22	2460 Mission Street, Suite 104 San Francisco CA 94110	https://www.yelp.com/biz/tree-of-qi-acupuncture-clinic-san-francisco	(415) 424-3479	Yes		Acupuncture, Traditional Chinese Medicine, Reiki	
122	Ume Acupuncture & Integrative Medicine	122	No	No Response		https://umeacupuncture.wordpress.com/		Bernal Heights, Mission	7, 38	San Francisco	1	San Francisco	22	94 29th Street San Francisco, CA 94110	https://www.yelp.com/biz/ume-acupuncture-and-integrative-medicine-san-francisco-4	(415) 282-2806	No	info@umeacupuncture.com	Acupuncture, Herbal Medicine, Nutritional Counseling, Massage and Bodyworks	
123	Gentle Needle (renamed to Wellness Acupuncture Clinic and reopening Sept 1 2018)	123	Yes	No Response		https://gentleneedle.com/		Ingleside Terraces	25	San Francisco	1	San Francisco	22	2369 Ocean Ave Fl 2, San Francisco, CA 94127	https://www.yelp.com/biz/wellness-acupuncture-studio-inc-michelle-masangkay-l-ac-san-francisco	415-334-5321	Yes	michelle@gentleneedle.com	Acupuncture, Chinese Medicine	**RENAMED to Wellness Acupuncture Clinic-- reopening Sept 1 2018
124	Whole Family Wellness Center	124	No	No Response		http://www.yourwholefamilywellness.com/		North Oakland	43	East Bay	4	Oakland	16	1240 Powell Street, Suite 2A Emeryville CA 94608	https://www.yelp.com/biz/whole-family-wellness-center-emeryville	(510) 851-3006	Yes		Acupunture, Chinese Herbal Medicine, Cupping, Bach Flower Essences, Diet + Nutrition, Lifestyle	
125	Wu's Healing Center	125	Yes	No Response		http://wushealingcenter.com/		Inner Richmond	26	San Francisco	1	San Francisco	22	1014 Clement St, Inner Richmond San Francisco, CA	https://www.yelp.com/biz/wus-healing-center-san-francisco-2	(415) 750-5050	Yes	admin@wushealingcenter.com	General Wellness, Women's Health, Cancer Care, Acupuncture	
126	East-West Integrative Medicine Clinic (Downtown)	126	No			https://eastwestsf.com/		Downtown	15	San Francisco	1	San Francisco	22	582 Market St, Suite 314 San Francisco, Ca 94104		(415) 585-1990	No	info@eastwestsf.com	Acupuncture, Pediatric Acupuncture, Massage, Specialized Bodywork, Chiropractic, Functional Medicine, Arvigo® Mayan Techniques, Integrative Wellness Counseling, Physical Therapy, NeuroMuscular Reprogramming, Alexander Technique, Private Yoga Sessions, Tibetan Kunye Massage	
127	Z Nurture Acupuncture (San Francisco)	127	No			http://nurtureacupuncture.com		Inner Richmond	26	San Francisco	1	San Francisco	22	 703 Clement St. San Francisco, CA 94118		415.752.5638	No	nurtureacupuncture@gmail.com	Acupuncture, Chinese Herbs, Reproductive Organ Massage, Pregnancy Massage, Meridian/Tui Na Massage, Nutritional Guidance, Preventative Medicine & Diagnostic Testing	
128	The Acupuncture Spot	128	No	No Response		https://www.acupuncturespot.com/		Union Square, Financial District	69, 22	San Francisco	1	San Francisco	22	133 Kearny St Ste 304 San Francisco, CA 94108	https://www.yelp.com/biz/the-acupuncture-spot-san-francisco-3	(415) 805-6143	Yes		Acupuncture, lifestyle and nutritional feedback, herbal medicine, cupping, moxa	
129	Protea Acupuncture (SF)	129	Yes	No Response		http://proteaacupuncture.com/		The Haight	67	San Francisco	1	San Francisco	22	638 Stanyan St San Francisco, CA 94117	https://www.yelp.com/biz/protea-acupuncture-san-francisco-5	(415) 758-3444	Yes	info@proteaacupuncture.com	Acupuncture, Bodywork, Cupping, Heat Therapy, Nutritional Counseling, Therapeutic Exercises, and Herbal Medicines	
130	Protea Acupuncture (Mill Valley)	130	Yes	No Response		http://proteaacupuncture.com/		Mill Valley	36	North Bay	3	Mill Valley	14	201 Miller Ave Mill Valley, CA 94941	https://www.yelp.com/biz/protea-acupuncture-marin-mill-valley	(415) 758-3444	Yes	info@proteaacupuncture.com	Acupuncture, Bodywork, Cupping, Heat Therapy, Nutritional Counseling, Therapeutic Exercises, and Herbal Medicines	
